root, 1, 1
Anthiathia, 2, 2
Bria, 3, 3
Arlen, 4, 4
Louisa, 5, 5
Sophia, 6, 6
Eloise, 7, 7
Meghan, 8, 8
Susann, 9, 9
Chandal, 10, 10
Felicle, 11, 11
Filide, 12, 12
Libbey, 13, 13
Ronnie, 14, 14
Elvera, 15, 15
Darci, 16, 16
Marilyn, 17, 17
Blythe, 18, 18
Nathalia, 19, 19
Katharina, 20, 20
Christa, 21, 21
Nadine, 22, 22
Merline, 23, 23
Carri, 24, 24
Linette, 25, 25
Marjie, 26, 26
Danita, 27, 27
Dannie, 28, 28
Emelyne, 29, 29
Madlin, 30, 30
Lauraine, 31, 31
Hyacintha, 32, 32
La Verne, 33, 33
Sally, 34, 34
Shawn, 35, 35
Jourdan, 36, 36
Wilmette, 37, 37
Blondelle, 38, 38
Kata, 39, 39
Randa, 40, 40
Misti, 41, 41
Dianemarie, 42, 42
Dulcea, 43, 43
Agatha, 44, 44
Leonelle, 45, 45
Ulrika, 46, 46
Celisse, 47, 47
Ame, 48, 48
Trudy, 49, 49
Pam, 50, 50
Greer, 51, 51
Jessi, 52, 52
Roxanna, 53, 53
Kiley, 54, 54
Ardenia, 55, 55
Britt, 56, 56
Billy, 57, 57
Maryjo, 58, 58
Lavina, 59, 59
Lesley, 60, 60
Heida, 61, 61
Gayel, 62, 62
Tierney, 63, 63
Coretta, 64, 64
Dorisa, 65, 65
Barbaraanne, 66, 66
Minta, 67, 67
Tina, 68, 68
Eilis, 69, 69
Valenka, 70, 70
Nissy, 71, 71
Avis, 72, 72
Maritsa, 73, 73
Cordelia, 74, 74
Dorine, 75, 75
Karil, 76, 76
Darelle, 77, 77
Linnell, 78, 78
Michaela, 79, 79
Paulie, 80, 80
Mil, 81, 81
Lindsey, 82, 82
Cheslie, 83, 83
Meggie, 84, 84
Amalle, 85, 85
Cassondra, 86, 86
Imogene, 87, 87
Nicole, 88, 88
Godiva, 89, 89
Kaycee, 90, 90
Audre, 91, 91
Damara, 92, 92
Bellanca, 93, 93
Gwendolin, 94, 94
Natalina, 95, 95
Siana, 96, 96
Maxy, 97, 97
Babs, 98, 98
Lacy, 99, 99
Chad, 100, 100
